소스,사업명,주관부처,마감일,상세링크,수집일시
K-Startup,「2026 서울AI로봇쇼」혁신기업관 참가기업 모집,(재)서울경제진흥원,2026-07-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178117,2026-07-23 08:02
K-Startup,해양과학기술 산학연 협력센터 스타트업 2차 모집공고,(재)부산테크노파크,2026-07-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178239,2026-07-23 08:02
K-Startup,2026년 WoW!메이커스 글로벌 프론티어 @베트남 참여기업 모집 [베트남 시장 진출]- 모집기한 연장,수원대학교 WoW!메이커스,2026-07-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178018,2026-07-23 08:02
K-Startup,2026년 스타트업 테크 브릿지 참여기업 모집공고,군포산업진흥원장,2026-07-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178246,2026-07-23 08:02
K-Startup,2026 글로벌 공공조달 AX 전략 전문가 과정 모집,(주)글로벌창업연구소,2026-07-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178221,2026-07-23 08:02
K-Startup,「2026년 구미시 스타트업 해외시장 개척 지원사업」 글로벌(CES 2027) 진출 창업기업 모집 재공고,구미전자정보기술원,2026-07-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178276,2026-07-23 08:02
K-Startup,2026년 오픈데이터포럼(ODF) 공공데이터·AI 활용 리빙랩 프로젝트,한국지능정보사회진흥,2026-07-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178240,2026-07-23 08:02
K-Startup,2026년 글로벌화 사전검증 지원사업,대전창조경제혁신센터,2026-07-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178282,2026-07-23 08:02
K-Startup,[창업] 창업가를 위한 사업모델 설계 워크숍,마포청년창업취업지원센터 나루,2026-07-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178260,2026-07-23 08:02
K-Startup,「2026 헬스엑스챌린지 서울」 참여기업 모집,한국과학기술연구원 서울바이오허브사업단,2026-07-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178182,2026-07-23 08:02
K-Startup,"[경기테크노파크, 무료교육] 2026년 디지털 전환 실습 전문가 양성 교육 교육생 모집",(주)그란코,2026-07-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177718,2026-07-23 08:02
K-Startup,2026년 건국대학교 캠퍼스타운 입주기업 추가 모집,건국대학교 RISE사업단 캠퍼스타운사업본부,2026-07-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178201,2026-07-23 08:02
K-Startup,2026 하반기 서울 AI 허브 고성능 컴퓨팅 인프라 지원사업,서울 AI 허브,2026-07-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177976,2026-07-23 08:02
K-Startup,예비 초기 스타트업을 위한 러닝메이트 8기 모집,재단법인 오렌지플래닛 창업재단,2026-07-05,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178176,2026-07-23 08:02
K-Startup,서울 명장 협업랩 교육생 모집 공고,서울시 강동가죽제조지원센터,2026-07-05,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178361,2026-07-23 08:02
K-Startup,"[BMC창업보육센터] 2026년 바이오·메디컬 히든스타 창업아이템 경진대회 모집 공고(~7/5(일), 자정까지)",동국대학교 BMC창업보육센터,2026-07-05,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177685,2026-07-23 08:02
K-Startup,G-오픈이노베이션 챌린지,주관기관,2026-07-05,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178280,2026-07-23 08:02
K-Startup,[브라질] 미래차·모빌리티 기업 대상 브라질 진출 프로그램 참여기업 모집(~7/5),벤처기업협회,2026-07-05,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178229,2026-07-23 08:02
K-Startup,[서울핀테크랩] 인슈어테크 분야 교류 네트워킹 모집,서울핀테크랩,2026-07-05,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177958,2026-07-23 08:02
K-Startup,2026 생활발명코리아 시제품 제작 수행사 모집,(사)한국여성발명협회,2026-07-05,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178296,2026-07-23 08:02
K-Startup,서울글로벌센터 전문가 자문위원 추가 모집 공고,Seoul Global Center,2026-07-05,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178266,2026-07-23 08:02
K-Startup,"&apos;AI시대, 일을 다시 설계하는 법&apos; 비대면 교육 참가자 모집",서울핀테크랩,2026-07-05,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178080,2026-07-23 08:02
K-Startup,SBA x LG전자 「K-뷰티·라이프스타일 판로 연계사업(태국)」 참여기업 모집,(재)서울경제진흥원,2026-07-06,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178187,2026-07-23 08:02
K-Startup,2026년 민간 산림복지 창업·성장 패키지 “FOR:GROW [초기창업패키지],한국산림복지진흥원,2026-07-06,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178411,2026-07-23 08:02
K-Startup,2026년 달성청년혁신센터 제2차 신규입주기업 모집,대구경북과학기술원달성청년혁신센터,2026-07-06,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178157,2026-07-23 08:02
K-Startup,2026 충북 이차전지 오픈이노베이션 커넥트 데이 참가 안내,충북창조경제혁신센터,2026-07-06,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178316,2026-07-23 08:02
K-Startup,2026 인천스타트업파크 부스트 스타트업 (CES 2027 유레카파크) 참가기업 모집공고,인천테크노파크 원장,2026-07-06,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178175,2026-07-23 08:02
K-Startup,2026 Station C 성장자립지원 'Station C Demo-Day' 참여기업 모집,한림대학교 창업지원본부,2026-07-06,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178305,2026-07-23 08:02
K-Startup,2026년 sba X GCCEI Dip-Spot 오픈이노베이션 in 광주 1:1밋업 모집,서울경제진흥원 초격차기업육성팀,2026-07-06,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178236,2026-07-23 08:02
K-Startup,2026 대구특구 이노폴리스캠퍼스 지원사업 모집 연장 공고(액셀러레이팅 지원),씨엔티테크 주식회사,2026-07-06,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178228,2026-07-23 08:02
K-Startup,2026년 스타트업·벤처 캠퍼스(SVC) 사전 프로그램 창업기업 2차 모집공고,중소벤처기업부 장관,2026-07-06,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178115,2026-07-23 08:02
K-Startup,「K-Bio Connect 2026 in 후쿠오카」 참여기업 모집공고,(재)대전창조경제혁신센터,2026-07-06,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178142,2026-07-23 08:02
K-Startup,AI 툴 활용 창업 실무ㆍ안전한 계약서 작성법 교육,한양대학교 ERICA 산학협력단,2026-07-06,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178378,2026-07-23 08:02
K-Startup,2026 마포비즈니스센터 3차 신규입주기업 모집,마포비즈니스센터,2026-07-07,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178321,2026-07-23 08:02
K-Startup,[ZUZU X 미라클랩 집중검토] Pre-Seed ~ Pre-A 스타트업 투자 검토 모집,(주) 코드박스 Kodebox,2026-07-07,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178077,2026-07-23 08:02
K-Startup,2026년 7월 크립톤 IR피칭 & 오피스아워 신청 접수,(주)크립톤 부산센터,2026-07-07,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178395,2026-07-23 08:02
K-Startup,"2026년 「창업도시 조성 프로젝트」 창업기업 모집 통합공고(투자연계형 창업패키지, 지역창업패키지)",중소벤처기업부,2026-07-07,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178194,2026-07-23 08:02
K-Startup,2026년 제2차 고양창업브릿지(중장년) 신규 입주자 모집 공고,고양산업진흥원,2026-07-07,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178270,2026-07-23 08:02
K-Startup,2026 서울창업허브 미국(보스턴) 바이오/헬스케어 액셀러레이팅 프로그램 참가기업 모집[연장],서울경제진흥원,2026-07-07,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178318,2026-07-23 08:02
K-Startup,2026년 여성CEO 비즈니스 아카데미 강원권역 시즌 1,한국여성경제인협회,2026-07-07,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178180,2026-07-23 08:02
K-Startup,2026년 공공시장 진출 교육 프로그램(10기) 창업기업 모집공고,창업진흥원장,2026-07-07,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177723,2026-07-23 08:02
K-Startup,2026년 대구콘텐츠코리아랩 콘텐츠 스타트업 부스트업 지원사업 참가기업 모집공고,대구디지털혁신진흥원,2026-07-07,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178250,2026-07-23 08:02
K-Startup,「2026 리스크 대응 섬유패션 원부자재 공동 비축 시스템 구축사업」 참여기업 모집공고,(사)부산섬유패션산업연합회,2026-07-07,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178248,2026-07-23 08:02
K-Startup,2026년 초기창업패키지 Bridge to Vietnam 참가기업 모집공고(베트남 현지 방문 프로그램),씨엔티테크(주),2026-07-08,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178196,2026-07-23 08:02
K-Startup,「2026 서울바이오허브-기술보증기금 글로벌 진출 성장 가속 프로그램」 참여기업  모집 공고,한국과학기술연구원(KIST) 서울바이오허브사업단장,2026-07-08,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177971,2026-07-23 08:02
K-Startup,2026 게임콘텐츠 전문인력 양성 교육 일반과정 교육생 모집,(재)전북특별자치도 콘텐츠융합진흥원,2026-07-08,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178288,2026-07-23 08:02
K-Startup,[창업진흥원] 2026 SVC Seoul 멤버십(확장형) 2차 모집공고,창업진흥원장,2026-07-08,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178237,2026-07-23 08:02
K-Startup,2026년 IP창업Zone 34기 교육 교육생 모집,창원상공회의소(경남지식재산센터),2026-07-08,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178216,2026-07-23 08:02
K-Startup,2026년 의왕시 창업지원공간 유니콘로드(1인창조기업지원센터) 신규 입주자 추가모집 공고,의 왕시장,2026-07-08,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178391,2026-07-23 08:02
K-Startup,2026년 세종지식재산센터 IP창업존 30기 교육생 모집,한국발명진흥회 세종지부,2026-07-08,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178255,2026-07-23 08:02
K-Startup,「2026 업사이클·친환경 창업경진대회」 참가자 모집 재공고,광명업사이클아트센터,2026-07-08,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178393,2026-07-23 08:02
K-Startup,[제2서울핀테크랩] 변호사와 함께하는 CONNECT+ 네트워킹 2회차 '성장의 방향을 그리다',제2서울핀테크랩,2026-07-08,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178158,2026-07-23 08:02
K-Startup,「미니테크노파크 운영사업」경기 남동부 지역특화산업 육성사업,단국대학교 창업지원단,2026-07-09,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178279,2026-07-23 08:02
K-Startup,2026년 경기북동부권연 청년 창업 챌린지,와이앤아처 주식회사,2026-07-09,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178108,2026-07-23 08:02
K-Startup,2026년 KAMCO Startup TechBlaze 모집 공고 ((예비)창업기업 및 전 국민 대상),재단법인 서울창조경제혁신센터,2026-07-09,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178073,2026-07-23 08:02
K-Startup,2026「글로벌 스케일업-유럽 트랙」참가기업 모집(연장),경상국립대학교 창업중심대학사업단,2026-07-09,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178324,2026-07-23 08:02
K-Startup,2026 BEXCO 부산 브랜드 페스타에서 단디벤처포럼x부산기술창업투자원,사단법인 단디벤처포럼,2026-07-09,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178252,2026-07-23 08:02
K-Startup,"[무료] VC 투자 및 오픈이노베이션 1:1 멘토링, 7월 dcamp officehour",은행권청년창업재단,2026-07-09,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178340,2026-07-23 08:02
K-Startup,2026 서울먹거리창업센터 18차 입주기업 신규 모집,서울먹거리창업센터장,2026-07-09,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178030,2026-07-23 08:02
K-Startup,[제주창조경제혁신센터] 2026 친환경 에너지 오픈 그라운드 프로그램 with 한화솔루션,재단법인 제주창조경제혁신센터,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178442,2026-07-23 08:02
K-Startup,글로벌 온라인 오피스아워(대만) 참여 기업 모집(~7/10),부산창조경제혁신센터,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178415,2026-07-23 08:02
K-Startup,사회서비스 기업 맞춤형 역량강화(소셜 링크 아카데미 4기),(주)엠와이소셜컴퍼니,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178333,2026-07-23 08:02
K-Startup,2026년 민관협력 오픈이노베이션 (모두의 챌린지 기후테크) 창업기업 모집공고,중소벤처기업부장관,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178137,2026-07-23 08:02
K-Startup,2026년 그린바이오 분야 공공기술 상용화 지원사업 추가 모집 공고,한국농업기술진흥원,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178444,2026-07-23 08:02
K-Startup,[상명대학교 창업지원센터(창업보육팀)] 2026년 신규입주기업 모집 안내,상명대학교,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178348,2026-07-23 08:02
K-Startup,「앵커 G7 창업기업 투자 IR 피칭덱 제작 지원」참여기업 모집,혁신스타트업지원센터,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178323,2026-07-23 08:02
K-Startup,2026 삼천리 S - TOGETHER,더인벤션랩,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178140,2026-07-23 08:02
K-Startup,전북글로벌게임센터 2026 게임인재 맞춤형 인턴십 지원사업 모집,(재)전북특별자치도 콘텐츠융합진흥원,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178322,2026-07-23 08:02
K-Startup,?[무료 세미나] 피닉스 퓨처 사장스쿨?,하임벤처투자,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178363,2026-07-23 08:02
K-Startup,창업On 희망On  참여자 모집 공고,(재)경북창조경제혁신센터 대표이사,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178433,2026-07-23 08:02
K-Startup,고려대기술지주(주) 판교인큐베이팅센터 입주기업 모집공고,고려대학교기술지주 주식회사,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178441,2026-07-23 08:02
K-Startup,'2026년 창업기업 임상전문가 자문 지원' 프로그램 모집 공고,동국대학교일산병원 개방형실험실구축사업단,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177921,2026-07-23 08:02
K-Startup,26년 국토교통 창업기획 프로그램 「NEXT 챌린지」  모집 공고,국토교통과학기술진흥원,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178195,2026-07-23 08:02
K-Startup,[창업] 고객 발굴 및 시장조사 실전,마포청년창업취업지원센터 나루,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178261,2026-07-23 08:02
K-Startup,중앙대-금천구 창업 협력공간(WB가산타워 7층) 입주자 모집 공고(4차),중앙대학교 산학협력단,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178199,2026-07-23 08:02
K-Startup,「인천 공공 실증 오픈이노베이션」참여기업 모집,재단법인 인천창조경제혁신센터,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178210,2026-07-23 08:02
K-Startup,2026년 글로벌마케팅센터 신규 입주기업 모집,재단법인 서울경제진흥원,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178033,2026-07-23 08:02
K-Startup,2026 청년창업 레벨UP 프로그램,동대문구청 청년정책고용과,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178179,2026-07-23 08:02
K-Startup,2026년 로봇기반공간컴퓨팅 창업지원사업 예비창업팀 모집 재공고,대구테크노파크,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178226,2026-07-23 08:02
K-Startup,2026 일본 도쿄 추계 IT 전시회(JAPAN IT Week Autumn) 참가기업 모집,성남산업진흥원,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178315,2026-07-23 08:02
K-Startup,2026 한국서부발전 발전데이터 활용 창업·벤처기업 지원사업 「WP-AX 챔피언십」,한국생산성본부,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178263,2026-07-23 08:02
K-Startup,2026 인도 시장개척단 참여기업 모집 연장 공고 (의료·헬스케어 분야 수출상담회),재단법인 서울경제진흥원,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178277,2026-07-23 08:02
K-Startup,「2026 스마트해운물류 창업Flame 기타사업화」 모집 공고,(재)울산창조경제혁신센터,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178278,2026-07-23 08:02
K-Startup,2026년 메드텍스쿨 (의료기기) 상반기 11기 수강자 모집,충북창조경제혁신센터,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178293,2026-07-23 08:02
K-Startup,2026년 전시회 부스 지원 참여 소상공인 모집,중소상공인희망재단,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177812,2026-07-23 08:02
K-Startup,2026 실무형 스타트업 클래스 참가 기업 모집,북성로청년창업클러스터,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178297,2026-07-23 08:02
K-Startup,2026 전북콘텐츠코리아랩 창·제작자 시제품 제작지원 2차 추가모집 공고,(재)전북특별자치도 콘텐츠융합진흥원,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178311,2026-07-23 08:02
K-Startup,「2026 청년창업 지역정착 지원사업」 신규참여자 2차 추가모집,경상북도경제진흥원,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178313,2026-07-23 08:02
K-Startup,2026년도 빅웨이브 글로벌(싱가포르) 참여기업 모집,인천창조경제혁신센터 대표이사,2026-07-10,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178308,2026-07-23 08:02
K-Startup,2026년 민간 산림복지 창업·성장 패키지 “FOR:SEED [예비창업패키지] 참가자 모집,한국산림복지진흥원,2026-07-11,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178412,2026-07-23 08:02
K-Startup,[서울핀테크랩] 자산관리 및 로보어드바이저 분야 교류 네트워킹 모집,서울핀테크랩,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177963,2026-07-23 08:02
K-Startup,2026년 공간정보 창업지원센터 입주기업 모집공고,한국국토정보공사,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177792,2026-07-23 08:02
K-Startup,소셜창업트랙:임팩트비즈니스 분야 청년 창업자를 위한 실전 창업 교육,관악구청,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178222,2026-07-23 08:02
K-Startup,K-PATH 프로그램 모집 공고,주식회사 마크앤컴퍼니,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178218,2026-07-23 08:02
K-Startup,코디세이 AI 올인원 2기 모집(선착순 접수 7월 12일 23시까지),(재)이노베이션아카데미,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178075,2026-07-23 08:02
K-Startup,2026년 창업혁신공간 남서부권(안양) 신규 입주기업 추가모집,경기도경제과학진흥원,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178215,2026-07-23 08:02
K-Startup,2026 KT 오픈이노베이션 참여 스타트업 모집,경기창조경제혁신센터,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178212,2026-07-23 08:02
K-Startup,『2026년 Bridge 오픈그라운드』기술협업(O.I.) 지원사업,경기도경제과학진흥원,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178336,2026-07-23 08:02
K-Startup,[제2서울핀테크랩] 2026년 블록체인 아카데미 수강생 모집,제2서울핀테크랩,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178309,2026-07-23 08:02
K-Startup,2026 C-Star Awards 투자  IR 경진대회,킹고스프링,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178272,2026-07-23 08:02
K-Startup,SNU Venture Builder 시즌5 참가팀 모집(정부지원사업 및 투자유치 성장 프로젝트),서울대학교 시흥캠퍼스본부,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178273,2026-07-23 08:02
K-Startup,『2026년 Bridge 배틀그라운드』글로벌 진출 지원사업,경기도경제과학진흥원,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178338,2026-07-23 08:02
K-Startup,2026년 서강비즈니스센터 입주기업 모집(~7/12),서강대학교 창업지원단,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178377,2026-07-23 08:02
K-Startup,[카이스트청년창업투자지주] 강남 DeepTech Startup Sprint 2026 참가 모집,카이스트청년창업투자지주 대표이사,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178365,2026-07-23 08:02
K-Startup,[강동구 청년해냄센터] 입주기업 모집,강동구 청년해냄센터,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178290,2026-07-23 08:02
K-Startup,2026년 수원도시재단 창업지원센터 창업특강(아이디어에서 창업까지) 참가자 모집,수원도시재단,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178291,2026-07-23 08:02
K-Startup,2026 ICT 융합 하드웨어 해커톤,차세대융합기술연구원,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178360,2026-07-23 08:02
K-Startup,2026년 SaaS 전환지원센터xAWS SaaS 현대화 교육 1회차 참가자 모집 공고,"정보통신산업진흥원, SaaS 전환지원센터",2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178354,2026-07-23 08:02
K-Startup,(수학없이 배우는) 머신러닝 이론과 실습 교육과정,부산정보산업진흥원,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177629,2026-07-23 08:02
K-Startup,『2026년 Bridge 오픈그라운드』투자 유치 역량 강화 교육 지원사업,경기도경제과학진흥원,2026-07-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178337,2026-07-23 08:02
K-Startup,2026년 달구벌여성창업보육센터 입주기업 모집,달구벌여성인력개발센터,2026-07-13,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178331,2026-07-23 08:02
K-Startup,[은평창업지원센터] 도전! 2026 은평스타트업리그 모집,은평창업지원센터,2026-07-13,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178193,2026-07-23 08:02
K-Startup,2026년 과학기술분야 R&D 대체인력 활용 지원사업 3차 모집 공고,한국여성과학기술인육성재단,2026-07-13,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178109,2026-07-23 08:02
K-Startup,2026년 G7 창업기업 TIPS 및 LIPS 분야 투자 유치 전략 교육 및  전문가 1:1 상담,한양대학교 ERICA 혁신스타트업지원센터,2026-07-13,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178469,2026-07-23 08:02
K-Startup,[국비전액무료] 생성형 AI를 활용한 콘텐츠 크리에티브 디자이너 모집,종로여성인력개발센터,2026-07-13,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177890,2026-07-23 08:02
K-Startup,[코레일유통/본사] 제7차 청년창업 제휴사업자 모집공고,코레일유통(주),2026-07-13,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178425,2026-07-23 08:02
