소스,사업명,주관부처,마감일,상세링크,수집일시
K-Startup,「한글로(路) 조치원」 공간 운영 기업 모집 공고,세종창조경제혁신센터,2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177677,2026-07-23 08:02
K-Startup,2026년『경기창업혁신공간 북서부권역(고양)』 신규 입주기업 모집 공고(추가),재단법인 경기도경제과학진흥원,2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177801,2026-07-23 08:02
K-Startup,2026『B.Startup × Pet & Healthcare with.AI』 프로그램 참여기업 모집 공고,인사이트벤처스,2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177960,2026-07-23 08:02
K-Startup,광주RISE사업 BM모델 멘토링 및 IR 컨설팅 프로그램참여자 모집 공고,(재)광주테크노파크,2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177925,2026-07-23 08:02
K-Startup,2026년도 창업패키지(AI 인재 실증형) 창업기업 모집공고,중소벤처기업부 장관,2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177670,2026-07-23 08:02
K-Startup,2026 꿈터플러스 Dream-Camp 4기,(주)스마트파머,2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177571,2026-07-23 08:02
K-Startup,[윌로펌프 재공고] &apos;스타트업 오픈이노베이션 챌린지 2026 In 부산&apos; 참여기업 모집,부산창조경제혁신센터,2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177993,2026-07-23 08:02
K-Startup,2026 충남 천안 그린스타트업타운 스케일업 프로그램 참여기업 모집,씨엔티테크(주),2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177951,2026-07-23 08:02
K-Startup,dcamp Startup OI Kyoto #Deeptech,은행권청년창업재단,2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177633,2026-07-23 08:02
K-Startup,InBodyLIKE (헬스케어/라이프스타일 분야 오픈이노베이션 프로그램 모집 공고),(주) 블루포인트파트너스,2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177616,2026-07-23 08:02
K-Startup,칠곡군중장년기술창업센터 입주기업   2차모집,칠곡군 중장년기술창업센터,2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177661,2026-07-23 08:02
K-Startup,[벙커샷 파트너스] 벤처스튜디오 프로그램 참가기업 모집 공고,(주)벙커샷컴퍼니,2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177666,2026-07-23 08:02
K-Startup,『2026년 서울바이오허브 삼성바이오에피스 오픈이노베이션 프로그램』 참여기업 모집,서울바이오허브,2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177672,2026-07-23 08:02
K-Startup,클리마 살롱 : 오피스아워(Officehour),(주) 블루포인트파트너스,2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177875,2026-07-23 08:02
K-Startup,2026년 서울창업센터 관악 청년창업 역량강화(서남권 AI Full-Stack) 프로그램 참가자 모집,서울창업센터 관악,2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177934,2026-07-23 08:02
K-Startup,SBA X 다날 2026 서울창업허브 초기 배치 D-Connect 1기 모집,주식회사 다날,2026-06-12,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177773,2026-07-23 08:02
K-Startup,2026-6회 호남권 엔젤투자 피칭룸 in 광주·전남 참가기업 모집 안내,한국엔젤투자협회 호남권 엔젤투자허브,2026-06-14,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177885,2026-07-23 08:02
K-Startup,2026년 6월 전북 IR피칭 & 오피스아워 by KRYPTON 신청 접수,(주)크립톤 전북지사,2026-06-14,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178022,2026-07-23 08:02
K-Startup,2026년 서울시 국비지원 여성미래일자리 <AX기반 패션·뷰티·디자인분야 로코노미 이커머스 창업과정> 교육생 모집,서울특별시동부여성발전센터,2026-06-14,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177566,2026-07-23 08:02
K-Startup,[서울소셜벤처허브] 2026년 서울소셜벤처허브 2차 신규 입주기업 모집,서울소셜벤처허브,2026-06-14,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177952,2026-07-23 08:02
K-Startup,[국비지원] AI 기반 서비스 개발·사업화 1인 창업가 캠프 5기 모집,넥스트러너스 주식회사,2026-06-14,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177662,2026-07-23 08:02
K-Startup,[코칭데이] 제품 출시 앞당기는 디자인·설계·양산 실전 노하우 (1:1 맞춤 무료 컨설팅),인탑스(주),2026-06-14,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177558,2026-07-23 08:02
K-Startup,2026년 하반기 광진경제허브센터 신규 입주기업 모집 공고,광진경제허브센터장,2026-06-14,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177650,2026-07-23 08:02
K-Startup,「2026년 천안 글로벌 액셀러레이팅 지원사업」싱가포르 SWITCH 2026 참가기업 모집,펜벤처스코리아,2026-06-14,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178009,2026-07-23 08:02
K-Startup,2026년 경북형 사회적경제 창업학교 참가자 모집,경상북도 사회적경제지원센터,2026-06-14,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177935,2026-07-23 08:02
K-Startup,2026년 민간 과학문화 활동 지원사업,대전관광공사,2026-06-14,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177878,2026-07-23 08:02
K-Startup,SYNERGY CORE 4기 스타트업 모집 (투자),시너지IB투자,2026-06-14,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177765,2026-07-23 08:02
K-Startup,창업특강:AI를 활용한 사업 운영 효율화,관악구청,2026-06-14,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177903,2026-07-23 08:02
K-Startup,[경희대학교 창업보육센터(서울)] 2026년 상반기 신규 입주기업 모집,경희창업보육센터,2026-06-14,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177914,2026-07-23 08:02
K-Startup,투자기관 관점의 기업가치 진단 및  투자유치 연계 세미나,(주)엠비즈플래닛 산하 혁신기술경영인증지원센터,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178041,2026-07-23 08:02
K-Startup,[ 칠곡군 중장년 기술창업센터]  Pre-인큐베이팅 창업교육 수강생 모집,칠곡군중장년기술창업센터,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177726,2026-07-23 08:02
K-Startup,(경기북부) 2026년 제4회 제대군인 창업 워크숍 개최 안내,국가보훈부,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177810,2026-07-23 08:02
K-Startup,「2026년 민관협력 오픈이노베이션 지원사업」중견기업-스타트업 오픈이노베이션 스타트업 모집공고,중소벤처기업부,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177806,2026-07-23 08:02
K-Startup,2026년도 2차 동대문구 창업지원센터 입주자 모집 공고,동대문구 창업지원센터,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177932,2026-07-23 08:02
K-Startup,「Kingo Seoul Springboard Program」 1기,킹고스프링,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177866,2026-07-23 08:02
K-Startup,중앙대-금천구 창업 협력공간(WB가산타워 7층) 입주자 모집 공고(4차),중앙대학교 산학협력단,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177924,2026-07-23 08:02
K-Startup,[부산] 2026년 소상공인 IP창출 종합패키지(브랜드&디자인 융합) 사업 공고,부산지식재산센터,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177735,2026-07-23 08:02
K-Startup,2026년 하반기 창업지원공간 유니콘로드(의왕시1인창조기업지원센터) 모집 공고,의왕시장,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177859,2026-07-23 08:02
K-Startup,2026 KAIST OverEdge(오엣) 참가자 모집 공고,한국과학기술원(KAIST) 창업원,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177854,2026-07-23 08:02
K-Startup,「로봇 기반 공간컴퓨팅 창업지원」 2026년 예비창업 및 초기창업기업 지원기업 모집공고,재단법인 대구테크노파크 / 재단법인 대구창조경제혁신센터,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177803,2026-07-23 08:02
K-Startup,26년 6월 스타트업 언론 홍보 지원사업 참가사 모집 공고(1차),스타트업 데일리,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177857,2026-07-23 08:02
K-Startup,문경시 1인 창조기업 지원센터 입주기업 모집 공고,문경시1인창조기업지원센터장,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177871,2026-07-23 08:02
K-Startup,중소 프랜차이즈 해외 진출 성공 가이드 세미나,스타에셋파트너스 주식회사,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177927,2026-07-23 08:02
K-Startup,2026.청년 임팩트창업프로젝트『소셜NOVA』참가자모집,성남시청소년청년재단 판교유스센터,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177788,2026-07-23 08:02
K-Startup,[광운대 캠퍼스타운]2026 광운 Startup SEED Challenge 입주기업 추가모집(~6/15),광운대학교 RISE사업단,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177860,2026-07-23 08:02
K-Startup,선문대학교 아산창업 마스터클래스 아카데미,조슈아파트너스,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177798,2026-07-23 08:02
K-Startup,[서울창조경제혁신센터] 2026 한∙일 기업 교류회 및 기업 상담회,재단법인 서울창조경제혁신센터,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178047,2026-07-23 08:02
K-Startup,분당서울대학교병원 『2026년 경기도 의료협력 포럼』 개최,분당서울대학교병원,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177775,2026-07-23 08:02
K-Startup,천안시 거점형 스마트도시 조성사업 「2026년 천안시 어반테크기업 클라우드 바우처 지원사업」 참여기업 모집 재공고,(재)천안과학산업진흥원,2026-06-15,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177692,2026-07-23 08:02
K-Startup,2026년  아세안 전략 시장 진출 사업 참여기업 모집,서울경제진흥원,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177986,2026-07-23 08:02
K-Startup,2026년 여성 CEO 비즈니스 아카데미 충청권역 시즌1,한국여성경제인협회,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177863,2026-07-23 08:02
K-Startup,룬샷 경진대회(지능형 가시광·적외선 능동 위장 기술) 난제 해결방안 제안서 공모,국방과학연구소,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177663,2026-07-23 08:02
K-Startup,｢2026 산업AI EXPO｣ 성남산업진흥원 공동관 참가기업 모집,성남산업진흥원,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177929,2026-07-23 08:02
K-Startup,2026 울산 관광 로컬 크리에이터 양성,울산문화관광재단,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177824,2026-07-23 08:02
K-Startup,클리마 살롱 : 공정 혁신과 제조 에너지 최적화,(주) 블루포인트파트너스,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177945,2026-07-23 08:02
K-Startup,2026년 민간주도형 기술창업 활성화 지원사업 전북 농식품 테크 (예비)창업기업 모집(재),(주)리벤처스,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178072,2026-07-23 08:02
K-Startup,『2026년 금천청년꿈터 G밸리 테크 밋업』 참가자 모집,중앙대학교 산학협력단장,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177813,2026-07-23 08:02
K-Startup,2026년 인천 1인 창조기업 지원센터 하반기 신규 입주기업 1차 모집 공고,(재)인천테크노파크,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177900,2026-07-23 08:02
K-Startup,2026년 위치정보 보호조치 교육,(주)아이전스,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177946,2026-07-23 08:02
K-Startup,[강동구 청년해냄센터] 전문분야 창업멘토링 6월 참가자 모집,강동구 청년해냄센터,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177917,2026-07-23 08:02
K-Startup,[코레일유통/본사] 제5차 청년창업 제휴사업자 모집공고,코레일유통(주),2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178036,2026-07-23 08:02
K-Startup,2026년 용인 오픈이노베이션 교류회 1회차,알파브라더스,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178021,2026-07-23 08:02
K-Startup,「기업의 숨은 가치를 밝히는」실전형 IR 전략 실행 교육 참가자 모집,상지대학교 벤처창업본부,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177905,2026-07-23 08:02
K-Startup,{이화여자대학교} 2026  E-LIFHTHON Camp(업그라운더 2기) 대학생 창업(동아리)팀 모집,이화여자대학교 산학협력단,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178086,2026-07-23 08:02
K-Startup,2026년 스타트업 점프업 스쿨 우수기업·기관 탐방 참여자 모집,성남산업진흥원,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177931,2026-07-23 08:02
K-Startup,2026 강화군 청년 로컬크리에이터 육성·지원사업 청년 창업가 모집,(재)인천테크노파크,2026-06-16,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177965,2026-07-23 08:02
K-Startup,1대1 밋업 참가 일반 기업 모집,서울특별시 기후환경정책과,2026-06-17,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178085,2026-07-23 08:02
K-Startup,「CES 2027 대전통합관」전시 참가기업 모집,(재)대전창조경제혁신센터,2026-06-17,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177865,2026-07-23 08:02
K-Startup,2026 여성벤처 글로벌화 지원 프로그램,한국여성벤처협회장,2026-06-17,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177936,2026-07-23 08:02
K-Startup,2026년 군포산업진흥원 창업보육센터 제3차 입주기업 모집 연장공고,군포산업진흥원장,2026-06-17,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178011,2026-07-23 08:02
K-Startup,"중장년 아이디어(기술) 창업, 정부지원사업으로 시작하고 생성형 AI로 준비하기",성북구 중장년 기술창업센터,2026-06-17,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178035,2026-07-23 08:02
K-Startup,[창업] 내 아이디어로 창업 가능할까?,마포청년창업취업지원센터 나루,2026-06-17,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178034,2026-07-23 08:02
K-Startup,제8회 스타트업 오픈이노베이션 밋업데이(Meet-up Day) 참여 스타트업 모집 공고,(재)대구창조경제혁신센터 대표이사,2026-06-17,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178067,2026-07-23 08:02
K-Startup,2026년 6월 ZUZU 피칭데이 (딥테크 스타트업),(주) 코드박스 Kodebox,2026-06-17,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177861,2026-07-23 08:02
K-Startup,2026년 강북창업지원센터 6월  창업 상담 참가자 모집(정부지원사업 사업계획서 작성 그룹 멘토링),강북창업지원센터,2026-06-17,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177981,2026-07-23 08:02
K-Startup,2026 서울 오픈이노베이션 런칭 데이,서울경제진흥원,2026-06-18,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177999,2026-07-23 08:02
K-Startup,2026 한-아프리카 스타트업 경진대회 참가자(팀) 모집 (~6.18.(목)),한·아프리카재단,2026-06-18,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178068,2026-07-23 08:02
K-Startup,2026년도 조달청 벤처나라 입점 기관추천(7월~12월) 참가기업 모집공고,창업진흥원장,2026-06-18,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177686,2026-07-23 08:02
K-Startup,{이화여자대학교} 2026 식품외식·푸드테크  기술사업화 교육 교육생 모집,이화여자대학교 산학협력단,2026-06-18,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178056,2026-07-23 08:02
K-Startup,2026년도 ?뿌리산업 고도화를 위한 BIZ 플랫폼 구축 사업?  현장 맞춤 공정·기술 고도화 지원 기업 모집 및  지원 계획 통합 공고,한국로봇융합연구원,2026-06-18,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177831,2026-07-23 08:02
K-Startup,2026년 중동 상황 대응 중소기업 심화 컨설팅 지원사업,서울경제진흥원,2026-06-18,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177845,2026-07-23 08:02
K-Startup,2026 김해형 액셀러레이팅 프로그램 참가기업 모집,김해의생명산업진흥원,2026-06-18,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178007,2026-07-23 08:02
K-Startup,2026 B로컬;라이징 페스타 참여기업 모집 공고,"(주)시리즈벤처스, (주)엘투플랜",2026-06-18,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177843,2026-07-23 08:02
K-Startup,[서울과학기술대학교]레이저커팅기 장비교육,서울과학기술대학교,2026-06-18,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177989,2026-07-23 08:02
K-Startup,벤처확인 인증 획득! 스케일업 세미나,(주)엠비즈플래닛 산하 혁신기술경영인증지원센터,2026-06-18,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178087,2026-07-23 08:02
K-Startup,한수원 퓨처브릿지 창업벤처지원사업 참여기업 모집,한국전기산업진흥회 에너지밸리기업개발원장,2026-06-18,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177959,2026-07-23 08:02
K-Startup,[한국국제협력단(KOICA)] 2026-2027 포용적 비즈니스 프로그램(IBS) 신규사업 공모 안내,한국국제협력단,2026-06-18,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177748,2026-07-23 08:02
K-Startup,2026 시제품이 팔리는 메이커스 실전 마케팅 캠프,차세대융합기술연구원,2026-06-18,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177752,2026-07-23 08:02
K-Startup,2026 강남구청 미래산업기반 지원사업,더인벤션랩,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177840,2026-07-23 08:02
K-Startup,2026년「해운대 도심형 청년 창업·주거 복합공간」 입주자 모집 공고(2차),사단법인 부산벤처기업협회,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177913,2026-07-23 08:02
K-Startup,"NextRise 2026, Seoul",(사)한국무역협회,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178152,2026-07-23 08:02
K-Startup,2026년 지역 가치 창업가 육성 지원사업,경기콘텐츠진흥원,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177966,2026-07-23 08:02
K-Startup,동명청년창작소 6월 컨설팅 DAY,동명청년창작소,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178046,2026-07-23 08:02
K-Startup,2026 KICXUP_서울 _입주기업_모집공고,"한국산업단지공단,씨엔티테크",2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177911,2026-07-23 08:02
K-Startup,2026 글로벌 소셜 플라잉스타 참여기업 모집 공고,대전창조경제혁신센터,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178059,2026-07-23 08:02
K-Startup,메이커스페이스 전문랩 창업공간 입주기업 추가모집,차세대융합기술연구원,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178090,2026-07-23 08:02
K-Startup,2026년 D-테스트베드(GPU 지원 전형) 참여사 모집,한국핀테크지원센터,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177904,2026-07-23 08:02
K-Startup,광주청년창업기업 엑셀러레이팅 프로그램 참여기업 추가 모집공고,(재)광주테크노파크,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178091,2026-07-23 08:02
K-Startup,『2026년 글로벌교류투자유치지원사업』 SWITCH 2026 K-스타트업 통합관 참가기업 모집 공고,(재)부산기술창업투자원,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177906,2026-07-23 08:02
K-Startup,[ZUZU X 에트리홀딩스 집중검토] TIPS 선정 희망 기업 모집,(주) 코드박스 Kodebox,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177907,2026-07-23 08:02
K-Startup,2026 대우건설 Hyper Safety & AI  오픈 이노베이션,대우건설,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177849,2026-07-23 08:02
K-Startup,"용인시산업진흥원 2026년 제2차 창업지원센터(동백, 영덕) 입주기업 모집 공고(~ 6. 19. 금 16시까지)",용인시산업진흥원,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177838,2026-07-23 08:02
K-Startup,[용인시산업진흥원] 용인 DeepTech STARTUP Batch 2026,용인시산업진흥원,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177786,2026-07-23 08:02
K-Startup,Push to Prod SEOUL [Anthropic X Replit X Korea Investment Partners & Accelerator],한국투자액셀러레이터,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177761,2026-07-23 08:02
K-Startup,2026년 달구벌여성창업보육센터 3차 입주기업 모집,달구벌여성인력개발센터,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177659,2026-07-23 08:02
K-Startup,2026년 하반기 시흥창업센터 신규 입주기업 모집 공고,시흥산업진흥원,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178121,2026-07-23 08:02
K-Startup,2026년 세종시 나성동 &apos;AI융합 창업보육센터&apos; 신규 입주기업 모집 공고,(재)세종창조경제혁신센터,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177805,2026-07-23 08:02
K-Startup,「2026 기술창업기업 마케팅 지원」 참여기업 모집,수원도시재단,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178015,2026-07-23 08:02
K-Startup,2027 CES 혁신상 수상지원 사업 모집 안내,KOTRA,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177998,2026-07-23 08:02
K-Startup,ZUZU X 에트리홀딩스 투자 집중검토,(주) 코드박스 Kodebox,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177698,2026-07-23 08:02
K-Startup,2026 대구특구 이노폴리스캠퍼스 지원사업 모집 공고,씨엔티테크 주식회사,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177980,2026-07-23 08:02
K-Startup,[강동구 청년해냄센터] 스타트업 영 그라운드 참가자 모집,강동구 청년해냄센터,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177920,2026-07-23 08:02
K-Startup,대구특구 이노폴리스캠퍼스지원사업 - 다이나믹이노베이터 10기,와이앤아처 주식회사,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177923,2026-07-23 08:02
K-Startup,2026년 창업기업 온라인판로 지원사업(e커머스) 참여기업 모집 공고,한국중소벤처기업유통원,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177973,2026-07-23 08:02
K-Startup,청년 취·창업 아카데미 「청취캠퍼스」참가자 모집,야탑유스센터,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178082,2026-07-23 08:02
K-Startup,[숭실대학교 캠퍼스타운] 2026 숭실 스타트업 아카데미 6월 참여자 모집,숭실대학교 캠퍼스타운사업단,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177733,2026-07-23 08:02
K-Startup,LH 창업카페 운영자 모집공고,한국토지주택공사 경기남부지역본부,2026-06-19,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177869,2026-07-23 08:02
